;AUT;CMUNI;CONEIX_ABASCAL;CONEIX_CASADO;CONEIX_IGLESIAS;CONEIX_RIVERA;CONEIX_SANCHEZ;CP;EDAT;EDATCOD;ESTUDIS;HABI;IDEOLOGIA;ID_AUT;ID_CONEIX_ABASCAL;ID_CONEIX_CASADO;ID_CONEIX_IGLESIAS;ID_CONEIX_RIVERA;ID_CONEIX_SANCHEZ;ID_CONTACTO;ID_EDATCOD;ID_ESTUDIS;ID_HABI;ID_IDEOLOGIA;ID_IMP_ELEC;ID_INT_GEN;ID_INT_SIMP_GEN;ID_OCUPACIO;ID_PERTINEN;ID_PREFER_POLITIC;ID_PROB_VOT_GEN;ID_REC_GEN;ID_SEXE;ID_SIMP_GEN;IMP_ELEC;INT_GEN;INT_SIMP_GEN;OCUPACIO;PERTINEN;PREFER_POLITIC;PROB_VOT_GEN;REC_GEN;REGISTRO;SEXE;SIMP_GEN;TIP_TEL;VAL_ABASCAL;VAL_CASADO;VAL_IGLESIAS;VAL_RIVERA;VAL_SANCHEZ
614;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;47195;49;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Izquierda;7;1;1;1;1;1;4634702;3;5;2;1;1;14;14;1;1;14;1;4;1;;Muy importantes;Vox;Vox;Trabajador;Únicamente español;Santiago Abascal;Votará seguro;C's;4219;Hombre; ;Móviles aleatorios;10.0;2.0;0.0;8.0;2.0
615;Cantabria;99995;Sí;Sí;Sí;Sí;Sí;39691;47;De 45 a 59 años;Postobligatorios profesionales;Hasta 10.000;No sabe;6;1;1;1;1;1;4620351;3;4;1;98;4;97;97;1;1;97;3;97;1;97.0;Nada importantes;No votaría;Ninguno;Trabajador;Únicamente español;Ninguno de estos;Probablemente no;No votó;4250;Hombre;Ninguno;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
616;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28941;68;De 60 y más años;Obligatorios;De 100.001 a 500.000;No sabe;13;1;1;1;1;1;4596382;4;2;3;98;4;97;98;6;5;97;4;98;2;98.0;Nada importantes;No votaría;No sabe;Jubilado, pensionista;Únicamente de su comunidad;Ninguno de estos;Seguro que no;No sabe / No recuerda;4292;Mujer;No sabe;Móviles aleatorios;8.797266514806378;6.0;6.417505030181086;7.0;5.0
617;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;10610;27;De 18 a 29 años;Obligatorios;Hasta 10.000;Izquierda;11;1;1;1;1;1;4621666;1;2;1;1;4;97;97;1;3;97;4;97;1;97.0;Nada importantes;No votaría;Ninguno;Trabajador;Tan español como de su comunidad;Ninguno de estos;Seguro que no;No votó;4308;Hombre;Ninguno;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
618;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;14430;47;De 45 a 59 años;Obligatorios;Hasta 10.000;Centro;1;1;1;1;1;1;4615470;3;2;1;3;1;98;4;1;3;4;2;97;1;4.0;Muy importantes;No sabe;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Probablemente sí;No votó;4322;Hombre;C's;Móviles aleatorios;8.797266514806378;7.0;5.0;8.0;6.0
619;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;14004;63;De 60 y más años;Universitarios;De 100.001 a 500.000;Centro;1;1;1;1;1;1;4609985;4;5;3;3;1;4;4;6;3;4;1;4;1;;Muy importantes;C's;C's;Jubilado, pensionista;Tan español como de su comunidad;Albert Rivera;Votará seguro;C's;4332;Hombre; ;Móviles aleatorios;3.0;6.0;5.0;7.0;6.0
620;Asturias, Principado de;99995;Sí;Sí;Sí;Sí;Sí;33510;37;De 30 a 44 años;Postobligatorios profesionales;De 10.001 a 100.000;Izquierda;3;1;1;1;1;1;4627002;2;4;2;1;2;98;98;1;3;5;1;5;1;98.0;Bastante importantes;No sabe;No sabe;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Votará seguro;Unidos Podemos;4359;Hombre;No sabe;Móviles aleatorios;0.0;0.0;6.0;1.0;5.0
621;Comunitat Valenciana;99995;No;Sí;Sí;Sí;Sí;12006;35;De 30 a 44 años;Postobligatorios;De 100.001 a 500.000;Derecha;10;2;1;1;1;1;4595802;2;3;3;5;4;1;1;1;1;5;2;1;1;;Nada importantes;PP;PP;Trabajador;Únicamente español;Pablo Iglesias;Probablemente sí;PP;4362;Hombre; ;Móviles aleatorios;3.093561417800859;2.0;6.0;4.0;7.00701051577366
622;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28703;46;De 45 a 59 años;Postobligatorios;De 10.001 a 100.000;Centro derecha;13;1;1;1;1;1;4609706;3;3;2;4;1;14;14;1;2;14;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Más español que de su comunidad;Santiago Abascal;Votará seguro;PP;4393;Hombre; ;Móviles aleatorios;7.0;5.0;3.0;5.0;4.0
623;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;46940;42;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Centro derecha;10;1;1;1;1;1;4621121;2;5;2;4;1;4;4;1;3;4;1;1;2;;Muy importantes;C's;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votará seguro;PP;4403;Mujer; ;Móviles aleatorios;0.0;4.0;6.0;7.0;5.0
624;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;99998;68;De 60 y más años;Obligatorios;Hasta 10.000;Izquierda;1;1;1;1;1;1;4617001;4;2;1;1;3;97;2;6;99;2;3;97;1;2.0;Poco importantes;No votaría;PSOE;Jubilado, pensionista;No contesta;Pedro Sánchez;Probablemente no;No votó;4409;Hombre;PSOE;Móviles aleatorios;0.0;5.0;5.0;4.0;6.0
625;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;29730;47;De 45 a 59 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro izquierda;1;1;1;1;1;1;4609641;3;4;2;2;2;5;5;1;3;2;1;5;1;;Bastante importantes;Unidas Podemos;Unidas Podemos;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;4471;Hombre; ;Móviles aleatorios;1.0;4.0;8.0;4.0;8.0
626;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;18610;60;De 60 y más años;Sin estudios obligatorios acabados;De 10.001 a 100.000;Izquierda;1;1;1;1;1;1;4629194;4;1;2;1;98;98;2;6;3;2;1;98;1;2.0;No sabe;No sabe;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;No sabe / No recuerda;4500;Hombre;PSOE;Móviles aleatorios;0.0;0.0;8.0;0.0;8.0
627;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;99998;68;De 60 y más años;Obligatorios;Hasta 10.000;Centro derecha;1;1;1;1;1;1;4637253;4;2;1;4;4;4;4;6;4;4;2;1;1;;Nada importantes;C's;C's;Jubilado, pensionista;Más de su comunidad que español;Albert Rivera;Probablemente sí;PP;4533;Hombre; ;Móviles aleatorios;0.0;5.0;0.0;7.0;0.0
628;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28054;41;De 30 a 44 años;Universitarios;Más de 500.000;Centro;13;1;1;1;1;1;4645615;2;5;4;3;1;4;4;1;3;4;1;4;1;;Muy importantes;C's;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votará seguro;C's;4535;Hombre; ;Móviles aleatorios;8.0;2.0;8.0;10.0;2.0
629;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;46680;60;De 60 y más años;Obligatorios;De 10.001 a 100.000;Izquierda;10;1;1;1;1;1;4608314;4;2;2;1;1;2;2;5;3;2;1;13;2;;Muy importantes;PSOE;PSOE;Parado;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Compromís + Podemos + IU;4656;Mujer; ;Móviles aleatorios;3.0;3.0;5.0;3.0;7.0
630;Aragón;50297;Sí;Sí;Sí;Sí;Sí;50011;47;De 45 a 59 años;Universitarios;Más de 500.000;Izquierda;2;1;1;1;1;1;4644224;3;5;4;1;1;2;2;1;2;2;1;5;1;;Muy importantes;PSOE;PSOE;Trabajador;Más español que de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;4668;Hombre; ;Móviles aleatorios;0.0;3.0;6.0;3.0;8.0
631;Galicia;99995;Sí;Sí;Sí;Sí;Sí;32350;60;De 60 y más años;Obligatorios;Hasta 10.000;Izquierda;12;1;1;1;1;1;4630034;4;2;1;1;1;2;2;6;1;2;1;2;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente español;Pedro Sánchez;Votará seguro;PSOE;4781;Hombre; ;Móviles aleatorios;0.0;1.0;0.0;4.0;7.0
632;Asturias, Principado de;99995;Sí;Sí;Sí;Sí;Sí;33940;65;De 60 y más años;Postobligatorios;De 10.001 a 100.000;Centro;3;1;1;1;1;1;4631239;4;3;2;3;4;2;2;6;5;2;2;5;1;;Nada importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente de su comunidad;Pedro Sánchez;Probablemente sí;Unidos Podemos;4798;Hombre; ;Móviles aleatorios;0.0;0.0;7.0;0.0;7.0
633;Castilla - la Mancha;99995;No;Sí;Sí;Sí;Sí;19180;72;De 60 y más años;Obligatorios;Hasta 10.000;No sabe;8;2;1;1;1;1;4594286;4;2;1;98;2;99;98;6;3;1;1;99;2;98.0;Bastante importantes;No contesta;No sabe;Jubilado, pensionista;Tan español como de su comunidad;Pablo Casado;Votará seguro;No contesta;4849;Mujer;No sabe;Móviles aleatorios;3.093561417800859;9.0;4.0;8.0;0.0
634;Aragón;99995;Sí;Sí;Sí;Sí;Sí;22002;38;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;Izquierda;2;1;1;1;1;1;4633370;2;2;2;1;4;2;2;7;3;2;2;2;2;;Nada importantes;PSOE;PSOE;Tareas del hogar;Tan español como de su comunidad;Pedro Sánchez;Probablemente sí;PSOE;4870;Mujer; ;Móviles aleatorios;4.0;3.0;2.0;6.0;6.0
635;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;18200;56;De 45 a 59 años;Postobligatorios;De 10.001 a 100.000;Centro izquierda;1;1;1;1;1;1;4629767;3;3;2;2;1;5;5;1;3;2;1;5;1;;Muy importantes;Unidas Podemos;Unidas Podemos;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;4899;Hombre; ;Móviles aleatorios;0.0;4.0;6.0;5.0;7.0
636;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;18012;33;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Izquierda;1;1;1;1;1;1;4640884;2;5;3;1;1;5;5;5;3;2;1;5;1;;Muy importantes;Unidas Podemos;Unidas Podemos;Parado;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;4973;Hombre; ;Móviles aleatorios;0.0;3.0;3.0;2.0;4.0
637;Canarias;99995;Sí;Sí;Sí;Sí;Sí;35580;44;De 30 a 44 años;Postobligatorios profesionales;De 10.001 a 100.000;Derecha;5;1;1;1;1;1;4634845;2;4;2;5;1;14;14;1;3;1;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Pablo Casado;Votará seguro;PP;4986;Hombre; ;Móviles aleatorios;7.0;7.0;0.0;6.0;4.0
638;Melilla;52001;Sí;Sí;Sí;Sí;Sí;52002;36;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;Centro;19;1;1;1;1;1;4642491;2;2;2;3;1;98;4;1;1;4;1;1;1;4.0;Muy importantes;No sabe;C's;Trabajador;Únicamente español;Albert Rivera;Votará seguro;PP;5015;Hombre;C's;Móviles aleatorios;5.0;7.0;5.0;8.0;5.0
639;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28043;40;De 30 a 44 años;Universitarios;Más de 500.000;No contesta;13;1;1;1;1;1;4638914;2;5;4;99;1;14;14;5;3;14;1;14;1;;Muy importantes;Vox;Vox;Parado;Tan español como de su comunidad;Santiago Abascal;Votará seguro;Vox;5053;Hombre; ;Móviles aleatorios;8.0;0.0;0.0;0.0;0.0
640;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;6011;33;De 30 a 44 años;Postobligatorios;De 100.001 a 500.000;Derecha;11;1;1;1;1;1;4619910;2;3;3;5;3;97;97;1;3;97;4;96;2;97.0;Poco importantes;No votaría;Ninguno;Trabajador;Tan español como de su comunidad;Ninguno de estos;Seguro que no;En blanco;5060;Mujer;Ninguno;Móviles aleatorios;3.0;4.0;0.0;2.0;5.0
641;Castilla - la Mancha;99995;Sí;Sí;Sí;Sí;Sí;13500;61;De 60 y más años;Postobligatorios;De 10.001 a 100.000;Centro izquierda;8;1;1;1;1;1;4643507;4;3;2;2;4;96;4;5;1;4;3;1;2;4.0;Nada importantes;En blanco;C's;Parado;Únicamente español;Albert Rivera;Probablemente no;PP;5064;Mujer;C's;Móviles aleatorios;5.0;6.0;0.0;6.0;3.0
642;Canarias;99995;Sí;Sí;Sí;Sí;Sí;38009;60;De 60 y más años;Postobligatorios profesionales;De 100.001 a 500.000;Centro;5;1;1;1;1;1;4618863;4;4;3;3;2;2;2;1;3;2;2;2;1;;Bastante importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Probablemente sí;PSOE;5081;Hombre; ;Móviles aleatorios;0.0;3.0;2.0;3.0;6.0
643;Canarias;99995;Sí;Sí;Sí;Sí;Sí;38009;55;De 45 a 59 años;Universitarios;De 100.001 a 500.000;Centro;5;1;1;1;1;1;4638931;3;5;3;3;4;95;95;5;99;97;2;97;1;;Nada importantes;Otro partido;Otro partido;Parado;No contesta;Ninguno de estos;Probablemente sí;No votó;5100;Hombre; ;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
644;Balears, Illes;99995;Sí;Sí;Sí;Sí;Sí;7800;62;De 60 y más años;Obligatorios;De 10.001 a 100.000;Centro derecha;4;1;1;1;1;1;4598354;4;2;2;4;1;1;1;5;2;1;1;1;1;;Muy importantes;PP;PP;Parado;Más español que de su comunidad;Pablo Casado;Votará seguro;PP;5113;Hombre; ;Móviles aleatorios;7.0;10.0;3.0;8.0;0.0
645;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;99998;78;De 60 y más años;Obligatorios;Hasta 10.000;Centro izquierda;1;1;1;1;1;1;4602651;4;2;1;2;1;97;1;6;3;4;3;1;2;1.0;Muy importantes;No votaría;PP;Jubilado, pensionista;Tan español como de su comunidad;Albert Rivera;Probablemente no;PP;5133;Mujer;PP;Móviles aleatorios;8.797266514806378;7.0;6.417505030181086;7.0;5.0
646;Murcia, Región de;99995;Sí;Sí;Sí;Sí;Sí;30892;52;De 45 a 59 años;Postobligatorios profesionales;Hasta 10.000;Izquierda;14;1;1;1;1;1;4610325;3;4;1;1;2;5;5;1;1;5;1;5;1;;Bastante importantes;Unidas Podemos;Unidas Podemos;Trabajador;Únicamente español;Pablo Iglesias;Votará seguro;Unidos Podemos;5170;Hombre; ;Móviles aleatorios;0.0;2.0;8.0;4.0;6.0
647;Comunitat Valenciana;46250;Sí;Sí;Sí;Sí;Sí;46014;39;De 30 a 44 años;Universitarios;Más de 500.000;Izquierda;10;1;1;1;1;1;4639518;2;5;4;1;3;13;13;1;5;98;1;13;1;;Poco importantes;Compromís;Compromís;Trabajador;Únicamente de su comunidad;No sabe;Votará seguro;Compromís + Podemos + IU;5179;Hombre; ;Móviles aleatorios;8.797266514806378;4.0;3.0;5.0;2.0
648;Asturias, Principado de;99995;Sí;Sí;Sí;Sí;Sí;33204;75;De 60 y más años;Obligatorios;De 100.001 a 500.000;Centro izquierda;3;1;1;1;1;1;4642329;4;2;3;2;1;2;2;6;1;2;1;2;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente español;Pedro Sánchez;Votará seguro;PSOE;5203;Hombre; ;Móviles aleatorios;0.0;3.0;5.0;4.0;9.0
649;Aragón;50297;Sí;Sí;Sí;Sí;Sí;50014;48;De 45 a 59 años;Postobligatorios;Más de 500.000;Centro;2;1;1;1;1;1;4632191;3;3;4;3;2;4;4;1;3;4;1;4;1;;Bastante importantes;C's;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votará seguro;C's;5235;Hombre; ;Móviles aleatorios;4.0;4.0;4.0;7.0;1.0
650;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28029;56;De 45 a 59 años;Universitarios;Más de 500.000;Izquierda;13;1;1;1;1;1;4617945;3;5;4;1;1;2;2;1;3;2;1;2;1;;Muy importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;PSOE;5242;Hombre; ;Móviles aleatorios;0.0;1.0;5.0;0.0;8.0
651;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;99999;63;De 60 y más años;Obligatorios;De 100.001 a 500.000;Centro izquierda;11;1;1;1;1;1;4615167;4;2;3;2;2;98;98;6;98;2;1;5;1;98.0;Bastante importantes;No sabe;No sabe;Jubilado, pensionista;No sabe;Pedro Sánchez;Votará seguro;Unidos Podemos;5255;Hombre;No sabe;Móviles aleatorios;1.0;1.0;9.0;2.0;8.0
652;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;40194;49;De 45 a 59 años;Universitarios;Hasta 10.000;Izquierda;7;1;1;1;1;1;4616488;3;5;1;1;1;2;2;1;3;2;1;5;2;;Muy importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;5269;Mujer; ;Móviles aleatorios;0.0;3.0;5.0;3.0;7.0
653;Galicia;99995;Sí;Sí;Sí;Sí;Sí;32624;41;De 30 a 44 años;Obligatorios;Hasta 10.000;Centro derecha;12;1;1;1;1;1;4637381;2;2;1;4;1;98;4;1;3;4;1;1;2;4.0;Muy importantes;No sabe;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votará seguro;PP;5276;Mujer;C's;Móviles aleatorios;0.0;4.0;2.0;5.0;3.0
654;Andalucía;99995;No;Sí;Sí;Sí;Sí;29630;80;De 60 y más años;Obligatorios;De 10.001 a 100.000;Centro izquierda;1;2;1;1;1;1;4630689;4;2;2;2;1;98;2;6;3;4;1;2;1;2.0;Muy importantes;No sabe;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Albert Rivera;Votará seguro;PSOE;5283;Hombre;PSOE;Móviles aleatorios;3.093561417800859;7.0;6.0;6.0;7.0
655;Aragón;50297;No;No;No;No;No;50014;44;De 30 a 44 años;Sin estudios obligatorios acabados;Más de 500.000;Centro;2;2;2;2;2;2;4637357;2;1;4;3;1;98;98;7;1;98;1;1;2;98.0;Muy importantes;No sabe;No sabe;Tareas del hogar;Únicamente español;No sabe;Votará seguro;PP;5378;Mujer;No sabe;Móviles aleatorios;3.093561417800859;3.894485893630233;3.689453117092898;4.454059863915515;4.491930685211596
656;Castilla - la Mancha;16078;Sí;Sí;Sí;Sí;Sí;16002;85;De 60 y más años;Postobligatorios profesionales;De 10.001 a 100.000;Centro derecha;8;1;1;1;1;1;4600190;4;4;2;4;1;1;1;6;3;1;1;1;2;;Muy importantes;PP;PP;Jubilado, pensionista;Tan español como de su comunidad;Pablo Casado;Votará seguro;PP;5419;Mujer; ;Fijos BD;5.0;10.0;3.0;7.0;2.0
657;Andalucía;4003;Sí;Sí;Sí;Sí;Sí;4770;47;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Centro;1;1;1;1;1;1;4605406;3;5;2;3;1;4;4;1;3;4;1;97;2;;Muy importantes;C's;C's;Trabajador;Tan español como de su comunidad;Albert Rivera;Votará seguro;No votó;5452;Mujer; ;Fijos BD;8.797266514806378;4.0;3.0;8.0;5.0
658;Balears, Illes;7037;Sí;Sí;Sí;Sí;Sí;7750;20;De 18 a 29 años;Obligatorios;Hasta 10.000;No sabe;4;1;1;1;1;1;4596668;1;2;1;98;1;96;97;5;4;1;2;97;1;97.0;Muy importantes;En blanco;Ninguno;Parado;Más de su comunidad que español;Pablo Casado;Probablemente sí;No votó;5472;Hombre;Ninguno;Fijos BD;1.0;6.0;4.0;4.0;5.0
659;Castilla - la Mancha;16007;Sí;Sí;Sí;Sí;Sí;16620;72;De 60 y más años;Obligatorios;Hasta 10.000;Centro derecha;8;1;1;1;1;1;4622824;4;2;1;4;3;1;1;6;1;1;1;1;2;;Poco importantes;PP;PP;Jubilado, pensionista;Únicamente español;Pablo Casado;Votará seguro;PP;5510;Mujer; ;Fijos BD;6.0;10.0;0.0;9.0;4.0
660;Comunitat Valenciana;12135;Sí;Sí;Sí;Sí;Sí;99999;81;De 60 y más años;No contesta;De 10.001 a 100.000;Centro derecha;10;1;1;1;1;1;4642922;4;99;2;4;2;1;1;6;99;98;1;1;2;;Bastante importantes;PP;PP;Jubilado, pensionista;No contesta;No sabe;Votará seguro;PP;5520;Mujer; ;Fijos BD;8.797266514806378;7.656073808303434;6.417505030181086;7.53522554485555;7.00701051577366
661;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28015;65;De 60 y más años;Universitarios;Más de 500.000;Centro;13;1;1;1;1;1;4623731;4;5;4;3;1;96;4;6;2;98;1;1;2;4.0;Muy importantes;En blanco;C's;Jubilado, pensionista;Más español que de su comunidad;No sabe;Votará seguro;PP;5527;Mujer;C's;Móviles aleatorios;4.0;6.0;0.0;8.0;0.0
662;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28050;41;De 30 a 44 años;Universitarios;Más de 500.000;Centro derecha;13;1;1;1;1;1;4615042;2;5;4;4;1;99;98;1;3;1;1;1;2;98.0;Muy importantes;No contesta;No sabe;Trabajador;Tan español como de su comunidad;Pablo Casado;Votará seguro;PP;5567;Mujer;No sabe;Móviles aleatorios;5.0;7.0;4.0;7.0;3.0
663;Comunitat Valenciana;12027;No;Sí;Sí;Sí;Sí;99998;87;De 60 y más años;Sin estudios obligatorios acabados;De 10.001 a 100.000;Izquierda;10;2;1;1;1;1;4594396;4;1;2;1;1;2;2;7;3;2;1;2;2;;Muy importantes;PSOE;PSOE;Tareas del hogar;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;PSOE;5627;Mujer; ;Fijos BD;3.093561417800859;0.0;2.0;1.0;10.0
664;Comunitat Valenciana;12040;Sí;Sí;Sí;Sí;Sí;12003;55;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Izquierda;10;1;1;1;1;1;4594675;3;4;3;1;2;99;2;5;2;2;2;2;2;2.0;Bastante importantes;No contesta;PSOE;Parado;Más español que de su comunidad;Pedro Sánchez;Probablemente sí;PSOE;5662;Mujer;PSOE;Fijos BD;0.0;0.0;4.0;0.0;6.0
665;Galicia;99995;Sí;Sí;Sí;Sí;Sí;36517;55;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;Centro izquierda;12;1;1;1;1;1;4644333;3;2;2;2;2;98;2;1;4;98;1;2;2;2.0;Bastante importantes;No sabe;PSOE;Trabajador;Más de su comunidad que español;No sabe;Votará seguro;PSOE;5665;Mujer;PSOE;Móviles aleatorios;0.0;3.0;2.0;3.0;5.0
666;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28007;59;De 45 a 59 años;Postobligatorios profesionales;Más de 500.000;Centro;13;1;1;1;1;1;4601880;3;4;4;3;2;4;4;5;1;4;1;2;2;;Bastante importantes;C's;C's;Parado;Únicamente español;Albert Rivera;Votará seguro;PSOE;5693;Mujer; ;Móviles aleatorios;0.0;3.0;0.0;5.0;3.0
667;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;18600;44;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Centro derecha;1;1;1;1;1;1;4618256;2;5;2;4;2;98;4;1;2;4;2;98;2;4.0;Bastante importantes;No sabe;C's;Trabajador;Más español que de su comunidad;Albert Rivera;Probablemente sí;No sabe / No recuerda;5708;Mujer;C's;Móviles aleatorios;5.0;8.0;3.0;8.0;3.0
668;Rioja, La;99995;No;Sí;Sí;Sí;Sí;26002;28;De 18 a 29 años;Postobligatorios profesionales;De 100.001 a 500.000;Centro derecha;17;2;1;1;1;1;4647325;1;4;3;4;2;5;5;1;1;5;1;97;1;;Bastante importantes;Unidas Podemos;Unidas Podemos;Trabajador;Únicamente español;Pablo Iglesias;Votará seguro;No votó;5732;Hombre; ;Móviles aleatorios;3.093561417800859;7.656073808303434;10.0;7.53522554485555;5.0
669;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;48902;42;De 30 a 44 años;Postobligatorios;De 100.001 a 500.000;Izquierda;16;1;1;1;1;1;4625757;2;3;3;1;1;2;2;1;4;5;1;5;2;;Muy importantes;PSOE;PSOE;Trabajador;Más de su comunidad que español;Pablo Iglesias;Votará seguro;Unidos Podemos;5745;Mujer; ;Móviles aleatorios;0.0;3.0;7.0;3.0;6.0
670;Balears, Illes;99995;Sí;Sí;Sí;Sí;Sí;7003;47;De 45 a 59 años;Universitarios;De 100.001 a 500.000;Derecha;4;1;1;1;1;1;4593816;3;5;3;5;1;14;14;1;3;1;1;1;2;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Pablo Casado;Votará seguro;PP;5760;Mujer; ;Móviles aleatorios;8.0;7.0;0.0;5.0;1.0
671;Murcia, Región de;99995;Sí;Sí;Sí;Sí;Sí;99998;80;De 60 y más años;Universitarios;De 100.001 a 500.000;No sabe;14;1;1;1;1;1;4641642;4;5;3;98;2;1;1;6;1;4;1;1;1;;Bastante importantes;PP;PP;Jubilado, pensionista;Únicamente español;Albert Rivera;Votará seguro;PP;5774;Hombre; ;Móviles aleatorios;5.0;4.0;4.0;6.0;2.0
672;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28035;56;De 45 a 59 años;Universitarios;Más de 500.000;Centro derecha;13;1;1;1;1;1;4623727;3;5;4;4;1;1;1;1;2;1;1;1;2;;Muy importantes;PP;PP;Trabajador;Más español que de su comunidad;Pablo Casado;Votará seguro;PP;5778;Mujer; ;Móviles aleatorios;4.0;8.0;0.0;7.0;0.0
673;Comunitat Valenciana;46250;Sí;Sí;Sí;Sí;Sí;46007;47;De 45 a 59 años;Postobligatorios;Más de 500.000;Centro izquierda;10;1;1;1;1;1;4641706;3;3;4;2;2;2;2;5;1;2;1;2;2;;Bastante importantes;PSOE;PSOE;Parado;Únicamente español;Pedro Sánchez;Votará seguro;PSOE;5780;Mujer; ;Móviles aleatorios;0.0;5.0;6.0;4.0;7.0
674;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;3180;40;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;Derecha;10;1;1;1;1;1;4614986;2;2;2;5;1;14;14;1;1;1;1;97;1;;Muy importantes;Vox;Vox;Trabajador;Únicamente español;Pablo Casado;Votará seguro;No votó;5784;Hombre; ;Móviles aleatorios;10.0;9.0;5.0;7.0;7.0
675;Comunitat Valenciana;99995;No;Sí;Sí;Sí;Sí;46950;44;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;No sabe;10;2;1;1;1;1;4613715;2;2;2;98;2;98;97;1;3;4;1;4;2;97.0;Bastante importantes;No sabe;Ninguno;Trabajador;Tan español como de su comunidad;Albert Rivera;Votará seguro;C's;6053;Mujer;Ninguno;Móviles aleatorios;3.093561417800859;6.0;0.0;6.0;0.0
676;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;41910;65;De 60 y más años;Universitarios;De 10.001 a 100.000;Centro;1;1;1;1;1;1;4599087;4;5;2;3;98;98;98;1;3;4;1;4;2;98.0;No sabe;No sabe;No sabe;Trabajador;Tan español como de su comunidad;Albert Rivera;Votará seguro;C's;6178;Mujer;No sabe;Móviles aleatorios;3.0;4.0;6.0;7.0;4.0
